movie_id,title,tags
10067,The Shaggy Dog,tale workahol dad-turned-dog find man' best friend show import job - great dad. comedi famili father son relationship parent kid relationship workahol wife husband relationship transform bodi exchang daughter lawyer dog famili turn anim tim allen kristin davi danni glover brian robbin
9384,Starsky & Hutch,"join uptight david starski laid-back ken ""hutch"" hutchinson pair first time undercov cops. new partner must overcom differ solv import case help street inform huggi bear persuas crimin rees feldman. comedi crime inform jump rooftop surveil footag ben stiller owen wilson snoop dogg todd phillip"
9279,Jingle All the Way,"meet howard langston, salesman mattress compani constantli busi job, also constantli disappoint son, miss son' karat exposition, son tell howard want christma action figur son' televis hero, tri hard make him. unfortun howard, christma eve, everi store sold turbo man, howard must travel town compet everybodi els find turbo man action figure. famili comedi holiday christma parti santa clau toy puppet christma turboman navidad arnold schwarzenegg phil hartman sinbad brian levant"
1487,Hellboy,"final day world war ii, nazi attempt use black magic aid die cause. alli raid camp ceremoni take place, demon - hellboy - alreadi conjured. join alli forces, hellboy eventu grow adulthood, serv caus good rather evil. fantasi action scienc fiction black magic fistfight cover-up superhero paranorm phenomena narrat grave demon occult combat photographi reanim corps duringcreditssting ron perlman selma blair rupert evan guillermo del toro"
9422,A Civil Action,"jan schlickmann cynic lawyer goe ""get rid of"" case, find potenti worth millions. case becom obsession, extent will give everyth - includ career clients' goals, order continu case odds. drama success advanc right justic leukemia lawyer busi start-up john travolta robert duval toni shalhoub steven zaillian"
77174,ParaNorman,"town blith hollow, norman babcock boy speak dead, one besid eccentr new friend, neil, believ abil real. one day, norman' estrang eccentr uncl tell import annual ritual must take protect town curs cast witch condemn centuri ago. eventually, norman decid cooperate, thing go accord plan. now, magic storm witch threaten blith hollow accurs dead rise. togeth unexpect new companions, norman struggl save town, discov horrif truth curse. insight, norman must resolv crisi good can. famili anim adventur comedi medium stop motion curs jock ghost commun dead aftercreditssting deal past witch trial child witch empathi strang kodi smit-mcphe tucker albrizzi jodel ferland sam fell"
4824,The Jackal,"hire power member russian mafia aveng fbi sting left brother dead, perfectionist jackal prove elus target men charg task bring down: deputi fbi boss former ira terrorist. action thriller adventur crime fbi cold war hitman bruce willi richard gere sidney poitier michael caton-jon"
9620,Paycheck,"michael jen geniu who' hire – paid handsom – high-tech firm work highli sensit projects, short-term memori eras incap breach security. end three-year job, told get paycheck instead receiv mysteri envelope. clue must piec togeth find paid – hot water. action adventur mysteri scienc fiction thriller propheci engin scientist millionair ben affleck aaron eckhart uma thurman john woo"
9302,Up Close & Personal,"talli atwat dream: prime-tim network newscaster. pursu dream noth ambition, raw talent homemad demo tape. warren justic brilliant, hard edged, veteran newsman. see talli talent becom mentor. tally’ career take meteor rise warren fall love. romanc result intens reveal televis news itself. yet, break story, everi videotap crisi bring together, also threaten drive apart... drama romanc miami televis career vitamin b report robert redford michel pfeiffer stockard chan jon avnet"
10199,The Tale of Despereaux,"upon time... far away kingdom dor... live brave virtuou mous comic overs ear dreamt becom knight. banish home lofti ambitions, despereaux set amaz adventur good-heart rat friend roscuro, lead him, long last, nobl quest rescu endang princess save entir kingdom darkness. adventur anim famili loyalti totalitarian regim mous forgiv honor unlik friendship courag chivalri anim lead matthew broderick dustin hoffman emma watson robert stevenhagen"
10771,The Tuxedo,"cabbie-turned-chauffeur jimmi tong learn realli one rule work playboy millionair clark devlin : never touch devlin' prize tuxedo. devlin temporarili put commiss explos accident, jimmi put tux soon discov extraordinari suit may black belt black tie. pair partner inexperienc is, jimmi becom unwit secret agent. thriller action comedi scienc fiction bomb intellig chauffeur wound secret agent head injuri jacki chan jennif love hewitt jason isaac kevin donovan"
3512,Under Siege 2: Dark Territory,"passeng train hijack electron expert turn untrac command center weapon satellite. plan blow washington dc one man stop him, former navi seal casey ryback. action thriller terrorist pentagon satellit navi seal train steven seagal eric bogosian everett mcgill geoff murphi"
137094,Jack Ryan: Shadow Recruit,"jack ryan, young covert cia analyst, uncov russian plot crash u.s. economi terrorist attack. action drama thriller london england corrupt cia terrorist sniper explos intellig russia murder conspiraci surveil agent jack ryan u.s. marin rehab analyst chri pine keira knightley kevin costner kenneth branagh"
274479,Joy,stori base life struggl long island singl mom becam one country' success entrepreneurs. drama comedi factori inventor strong woman biographi base true stori stolen patent jennif lawrenc bradley cooper robert de niro david o. russel
267860,London Has Fallen,"london prime minister' funeral, mike ban discov plot assassin attend world leaders. action crime thriller london england terrorist terrorist attack gerard butler aaron eckhart morgan freeman babak najafi"
8078,Alien: Resurrection,"two hundr year lt. ripley died, group scientist clone her, hope breed ultim weapon. new ripley full surpris … new aliens. ripley must team band smuggler keep creatur reach earth. scienc fiction horror action android mercenari dystopia sequel alien betray impal clone scientist flamethrow disembowel smuggler gene manipul man wheelchair breed genet engin regener xenomorph alien queen explos decompress swim underwat sigourney weaver winona ryder brad dourif jean-pierr jeunet"
7485,Shooter,"marksman live exil coax back action learn plot kill president. ultim double-cross frame attempt, goe run track real killer find exactli set up, why. action drama mysteri thriller crime corrupt sniper senat conspiraci murder childless rifl sniper rifl fbi agent mark wahlberg michael peña danni glover antoin fuqua"
170687,The Boxtrolls,"orphan boy rais underground creatur call boxtrol come sewer box save famili town evil exterminator, archibald snatcher. anim comedi famili fantasi base novel stop motion father daughter relationship unlik friendship duringcreditssting ben kingsley isaac hempstead-wright ell fan anthoni stacchi"
6435,Practical Magic,"salli gillian owens, born magic family, mostli avoid witchcraft themselves. gillian' viciou boyfriend, jimmi angelov, die unexpectedly, owen sister give crash cours hard magic. policeman gari hallet grow suspicious, girl struggl resurrect angelov -- unwittingli inject corps evil spirit threaten end famili line. drama fantasi comedi witch magic sorceri love curs famili curs sandra bullock nicol kidman evan rachel wood griffin dunn"
137106,The Lego Movie,"ordinari lego mini-figure, mistakenli thought extraordinari masterbuilder, recruit join quest stop evil lego tyrant glu univers together. adventur anim comedi famili fantasi father son relationship creativ friendship part live action toy base toy fall love super power duringcreditssting differ world lego batman chri pratt ferrel elizabeth bank phil lord"
10040,Miss Congeniality 2: Armed and Fabulous,"triumph miss unit state pageant, fbi agent graci hart becom overnight sensat -- new ""face fbi."" time spring action pageant' winner, cheryl, emcee, stan, abducted. action comedi ransom press confer ship miss america fbi agent sandra bullock regina king enriqu murciano john pasquin"
6278,Reign of Fire,"post-apocalypt england, american volunt british survivor team fight brood fire-breath dragon seek return global domin centuri rest underground. brit -- lead clan survivor hunt king dragon -- much stake: mother kill dragon, love still alive. adventur action fantasi dragon evolut fire chief anim map theatr audienc dragonslay tunnel construct fire repel drill iodin christian bale matthew mcconaughey izabella scorupco rob bowman"
82682,Gangster Squad,"lo angeles, 1949. ruthless, brooklyn-born mob king mickey cohen run show town, reap ill-gotten gain drugs, guns, prostitut — way — everi wire bet place west chicago. protect paid goons, also polic politician control. it’ enough intimid even bravest, street-harden cop… except, perhaps, small, secret crew lapd outsid led sgt. john o’mara jerri wooter come togeth tri tear cohen’ world apart. crime drama action thriller lo angel gangster josh brolin ryan gosl nick nolt ruben fleischer"
17610,Year One,"coupl lazi hunter-gather banish primit village, set epic journey ancient world. comedi adventur templ slaveri stone age circumcis hebrew cavemen prehistor adventur duringcreditssting prehistor time prehistor man jack black michael cera olivia wild harold rami"
22954,Invictus,"newli elect presid nelson mandela know nation remain racial econom divid wake apartheid. believ bring peopl togeth univers languag sport, mandela ralli south africa' rugbi team make histor run 1995 rugbi world cup championship match. drama histori stadium south africa apartheid nelson mandela sport nation rugbi presid racism poverti celebr duringcreditssting morgan freeman matt damon toni kgorog clint eastwood"
16995,State of Play,"handsome, unflapp u.s. congressman stephen collin futur polit party: honor appointe serv chairman committe overse defens spending. eye upon rise star party' contend upcom presidenti race. research assistant/mistress brutal murder buri secret come tumbl out. action corrupt assassin detect journalist assassin newspap congress editor-in-chief conspiraci murder polit elect campaign govern murder thriller blog report russel crow ben affleck rachel mcadam kevin macdonald"
16558,Duplicity,two romantically-engag corpor spi team manipul corpor race corner market medic innov reap huge profit enabl lead extravag lifestyl together. romanc comedi crime spi clive owen julia robert paul giamatti toni gilroy
9849,My Favorite Martian,"news producer, tim o'hara get fire unwillingli compromis bosses' daughter live transmission. littl later, wit crash small martian spacecraft, realiz one-tim chanc deliv stori rock earth. sinc tim took origin scaled-down spaceship him, martian follow retriev it. comedi drama famili scienc fiction alien martian base tv seri fish water jeff daniel elizabeth hurley daryl hannah donald petri"
5820,The Sentinel,secret servic agent frame mole assassin attempt president. must clear name foil anoth assassin attempt run relentless fbi agent. action thriller crime usa presid agent michael dougla kiefer sutherland eva longoria clark johnson
16866,Planet 51,"earth astronaut capt. chuck baker arriv planet 51 -- world reminisc american suburbia circa 1950 -- tri avoid capture, recov spaceship make home safely, help empathet littl green being. scienc fiction anim famili comedi adventur fli saucer alien life-form spaceship alien alien planet planet duringcreditssting dwayn johnson seann william scott jessica biel jorg blanco"
201,Star Trek: Nemesis,"en rout honeymoon william riker deanna troi home planet betazed, captain jean-luc picard crew u.s.s. enterpris receiv word starfleet coup result instal new romulan polit leader, shinzon, claim seek peac human-back unit feder planets. enemi territory, captain crew make startl discovery: shinzon human, slave romulan sister planet remus, secret, shock relationship picard himself. scienc fiction action adventur thriller clone assassin ambush feder starfleet enterprise- romulu android senat self sacrific telepathi weapon romulan space opera patrick stewart jonathan frake brent spiner stuart baird"
11775,Intolerable Cruelty,revenge-seek gold digger marri woman beverli hill lawyer intent make kill divorce. crime comedi romanc california assassin infidel fetish hitman tycoon court satir lawyer inherit divorc georg clooney catherin zeta-jon edward herrmann joel coen
87825,Trouble with the Curve,"slow age fail eyesight, crack basebal scout gu lobel take grown daughter along check final prospect career. along way, two renew bond, catch eye young player-turned-scout. drama romanc women basebal pitcher home run age sport talent-scout cigar smoke poor eyesight boston red sox draft motel room basebal scout fail eyesight blurri vision blur sight clint eastwood ami adam justin timberlak robert lorenz"
12201,Edge of Darkness,"season homicid detective, thoma craven seen bleakest side humanity. noth prepar toughest investig life: search daughter emma' killer. now, person mission uncov disturb secret surround murder, includ corpor corruption, govern collus emma' mysteri life. crime drama mysteri thriller murder violenc death daughter homicid detect mel gibson ray winston danni huston martin campbel"
11015,The Relic,"research chicago' natur histori museum return south america crate contain findings. crate arriv museum without owner appear littl inside. however, polic discov gruesom murder cargo ship brought crate us anoth murder museum itself. horror mysteri thriller chicago base novel monster museum pile dead bodi god dead bodi anthropologist indian tribe amazon jungl penelop ann miller tom sizemor linda hunt peter hyam"
9932,Analyze That,"mafia' paul vitti back prison need seriou counsel get out. naturally, return analyst dr. ben sobel help find sobel need seriou help inherit famili practice, well excess stock stress. comedi crime prison gold therapist gangster robert de niro billi crystal lisa kudrow harold rami"
13389,Righteous Kill,"two veteran new york citi detect work identifi possibl connect recent murder case believ solv year ago; serial killer loose, perhap put wrong person behind bars? action crime drama thriller reveng murder plot twist dirti cop robert de niro carla gugino 50 cent jon avnet"
8838,Mercury Rising,"renegad fbi agent art jeffri protect nine-year-old autist boy crack government' new ""unbreakable"" code. action crime drama thriller assassin loss famili autism fbi bangkok nation secur agenc (nsa) boy child peril fbi agent autist savant bruce willi alec baldwin miko hugh harold becker"
17332,The Soloist,"lo angel journalist befriend homeless juilliard-train musician, look new articl paper. drama newspap cello music violin lo angel robert downey jr. jami foxx catherin keener joe wright"
4958,The Legend of Bagger Vance,"world war left golfer rannulph junuh poker-play alcoholic, perfect swing gone. now, however, need get back play tournament save financi ravag golf cours long-ago sweetheart. help arriv form mysteri caddi bagger vance. fantasi drama competit world war great depress caddi savannah matt damon bruce mcgill charliz theron robert redford"
786,Almost Famous,"almost famou autobiograph inspir film 15-year-old hire roll stone magazin follow interview rock band tour. film grow up, first love, disappointment, life rock star. drama music hotel room san diego drug addict stewardess overdos groupi music journalist black sabbath rock concert swim pool base true stori promiscu come age road domin mother reconcili semi autobiograph innoc lost bu trip aspir writer kate hudson billi crudup franc mcdormand cameron crow"
9513,Garfield: A Tail of Two Kitties,"garfield back time garfield canin sidekick odi follow owner, jon arbuckle, england, u.k. may never recover, garfield mistaken look-alike, regal cat inherit castle. anim comedi famili london england cat mistak person luxuri wretch nobil garfield bill murray jennif love hewitt billi connolli tim hill"
11679,xXx: State of the Union,"ice cube star dariu stone, thrill-seek troublemak whose crimin record extrem sport obsess make perfect candid newest xxx agent. must save u.s. govern deadli conspiraci led five-star gener secretari defens georg deckert (play willem dafoe). action adventur crime drama mysteri thriller washington d.c. helicopt usa presid gener coup d'etat militari prison coup agent insurg secretari defens potu ice cube samuel l. jackson willem dafo lee tamahori"
38321,Priest,"altern world, human vampir war centuries. last vampir war, veteran warrior priest live obscur human insid one church' wall cities. priest' niec kidnap vampires, priest break vow hunt down. accompani niece' boyfriend, wasteland sheriff, former warrior priestess. action scienc fiction fantasi thriller horror vampir crucifixion post-apocalypt dystopia vampir hunter disobey niec dark hero paul bettani karl urban cam gigandet scott stewart"
14411,Sinbad: Legend of the Seven Seas,"sailor legend frame goddess eri theft book peace, must travel realm end world retriev save life childhood friend princ proteus. famili anim adventur princ water monster brad pitt catherin zeta-jon michel pfeiffer tim johnson"
8413,Event Horizon,"year 2047 group astronaut sent investig salvag long lost starship ""event horizon"". ship disappear mysteri 7 year maiden voyag return come even mysteri crew ""lewi clark"" discov real truth behind disappear someth even terrifying. horror scienc fiction mysteri space marin nuditi nightmar hallucin cryogen space travel black hole insan delus crew altern dimens evil spirit hellgat religion explos violenc burn man rescu team flashback supernatur power trap space distress signal derelict ship laurenc fishburn sam neill kathleen quinlan paul w.s. anderson"
10052,Dragonfly,griev doctor contact late wife patient near death experiences. drama pregnanc birth voic dragonfli car crash jungl hospit doctor humanitarian spirit kevin costner joe morton ron rifkin tom shadyac
9676,The Black Dahlia,"lee blanchard bucki bleichert former boxers-turned-cop 1940 lo angel and, aspir young actress turn dead, blanchard bleichert must grappl corruption, narcissism, stag film famili mad pursu killer. drama pornographi observ lo angel murder hunt josh hartnett scarlett johansson aaron eckhart brian de palma"
9664,Flyboys,"adventur lafayett escadrille, young american volunt french militari u.s. enter world war i, becam country' first fighter pilots. action adventur drama histori romanc war world war biplan jame franco david ellison jean reno toni bill"
2100,The Last Castle,court martial gener ralli togeth 1200 inmat rise system put away. action drama thriller prison gener robert redford jame gandolfini mark ruffalo rod luri
10384,Supernova,"set 22nd century, batter salvag ship send distress signal, season crew rescu hospit ship nova-17 responds. find black hole--that threaten destroy ships--and mysteri survivor whose bodi quickli mutat monstrou deadli form. horror scienc fiction thriller black peopl starship futur star supernova blast jame spader angela bassett robert forster walter hill"
137321,Winter's Tale,"burglar fall heiress die arms. learn gift reincarnation, set save her. drama fantasi mysteri romanc base novel colin farrel jessica brown findlay russel crow akiva goldsman"
123553,The Mortal Instruments: City of Bones,"new york city, clari fray, seemingli ordinari teenager, learn descend line shadowhunt — half-angel warrior protect human evil forces. mother disappears, clari join forc group shadowhunt enter downworld, altern realm fill demons, vampires, host creatures. clari companion must find protect ancient cup hold key mother' future. action adventur drama mysteri romanc fantasi angel vampir werewolf warlock downworld shadowhunt demon hunter base young adult novel lili collin jami campbel bower kevin zeger harald zwart"
11260,Meet Dave,"crew miniatur alien oper spaceship human form. tri save planet, alien encount new problem, ship becom smitten earth woman. comedi scienc fiction adventur famili new york captain starship new love earth friendship crew car crash space alien surviv planet duringcreditssting eddi murphi elizabeth bank gabriel union brian robbin"
9009,Dark Water,"dahlia william daughter cecelia move rundown apart new york' roosevelt island. current midst divorc proceed apartment, though near excel school daughter, afford. time arrives, mysteri occurr constant drip ceil daughter' bedroom. drama horror thriller base novel water remak teacher divorc apart ghost manhattan, new york citi jennif connelli john c. reilli tim roth walter sall"
11374,Edtv,video store clerk ed agre life film camera crew tv network. comedi tv show tv station simul realiti realiti tv tv star tv rate matthew mcconaughey woodi harrelson salli kirkland ron howard
2309,Inkheart,"adventur father young daughter, search long lost book help reunit missing, close relative. adventur famili fantasi book fairi tale eavesdrop adventur writer' block brendan fraser sienna guillori andi serki iain softley"
8285,The Spirit,"mean street man must come. hero born, murdered, born again. rooki cop name denni colt return beyond spirit, hero whose mission fight bad forc shadow central city, octopu kill anyon unfortun enough see face plans. go wipe entir city. action comedi thriller crime scienc fiction secret ident robber mask frog base comic strip back dead gabriel macht scarlett johansson samuel l. jackson frank miller"
210860,Mortdecai,"art dealer, charl mortdecai, search stolen paint rumor contain secret code gain access hidden nazi gold. comedi adventur base novel paint debt art dealer stolen paint johnni depp gwyneth paltrow ewan mcgregor david koepp"
2312,In the Name of the King: A Dungeon Siege Tale,"man name farmer set rescu kidnap wife aveng death son -- two act commit krugs, race animal-warrior control evil gallian. adventur fantasi action drama fiction place monster loss famili new love hero love one' life magic fairi tale villain kingdom enchant bad power son heir throne motherli love wizardri reveng royalti famili base video game mediev jason statham john rhys-davi ray liotta uwe boll"
9839,Beyond Borders,"beyond border epic tale turbul romanc two star-cross lover set backdrop world' danger hot spots. academi award winner angelina joli star sarah jordan, american live london 1984. marri henri bauford son wealthi british industrialist, encount nick callahan renegad doctor, whose impass plea help support relief effort war-torn africa move deeply. result, sarah embark upon journey discoveri lead danger, heartbreak romanc far corner world. drama romanc adventur war london england cia landmin love one' life cambodia ethiopia chechnya foreign aid angelina joli clive owen teri polo martin campbel"
381902,The Monkey King 2,"take place 500 year havoc heaven, tang priest appoint buddha go west fetch sacr scriptures, accident free monkey king. ladi white (gong li) aim break team assembl defeat her, monkey king must fight order save world! action adventur fantasi monkey king aaron kwok gong li william feng soi cheang"
13922,The Great Raid,"world war ii rages, elit sixth ranger battalion given mission heroic proportions: push 30 mile behind enemi line liber 500 american prison war. action histori war base novel world war ii prison war narrat archiv footag rescu mission soldier 1940 inspir true event fiction histori benjamin bratt jame franco conni nielsen john dahl"
293660,Deadpool,"deadpool tell origin stori former special forc oper turn mercenari wade wilson, subject rogu experi leav acceler heal powers, adopt alter ego deadpool. arm new abil dark, twist sens humor, deadpool hunt man nearli destroy life. action adventur comedi anti hero mercenari marvel comic superhero base comic book break fourth wall aftercreditssting duringcreditssting self heal ryan reynold morena baccarin ed skrein tim miller"
9713,Holy Man,"eddi murphi star over-the-top televis evangelist find way turn televis home shop religi experience, take america storm. drama comedi salesclerk televis tv rate guru televis produc eddi murphi jeff goldblum kelli preston stephen herek"
190859,American Sniper,"u.s. navi seal chri kyle take sole mission—protect comrades—to heart becom one lethal sniper american history. pinpoint accuraci save countless live also make prime target insurgents. despit grave danger struggl good husband father famili back states, kyle serv four tour duti iraq. however, final return home, find cannot leav war behind. war action sniper biographi iraq navi seal u.s. soldier bradley cooper sienna miller kyle gallner clint eastwood"
257445,Goosebumps,"teenag team daughter young adult horror author r.l. stine writer' imaginari demon set free town madison, delaware. adventur horror comedi base novel magic fantasi werewolf famili ventriloquist dummi book come life 3d jack black dylan minnett odeya rush rob letterman"
9007,Just Like Heaven,"shortli david abbott move new san francisco digs, unwelcom visitor hands: winsom elizabeth martinson, assert apart -- promptli vanishes. start appear disappear will, david think ghost, elizabeth convinc alive. comedi fantasi romanc coma base novel workahol flirt architect romant comedi ghost landscap architect rees witherspoon mark ruffalo donal logu mark water"
889,The Flintstones in Viva Rock Vegas,"flintston again. flintston rubbl head rock vega fred hope court love wilma. noth stand way love, except conniv chip rockefel playboy born baysvil made cutthroat town rock vegas. fred win wilma' love? scienc fiction comedi famili romanc waitress marriag propos flirt stone age best friend dinosaur mark addi stephen baldwin kristen johnston brian levant"
1370,Rambo III,"combat taken toll rambo, final begun find inner peac monastery. rambo' friend mentor col. trautman ask help top secret mission afghanistan, rambo declin must reconsid trautman captured. action adventur thriller war competit submachin gun soviet union liber russian soviet troop thailand freedom fighter afghanistan war freedom machinegun mujahid realiti show western japanes food soap opera sylvest stallon richard crenna kurtwood smith peter macdonald"
4942,Leatherheads,"light heart comedi begin profession american football. decor war hero colleg star tempt play profession football. everyon see chanc make big money, report dig dirt war hero... everyon could lose out. comedi romanc drama american footbal sport team stadium hero success sponsorship polic game coach woman report big game georg clooney rené zellweg john krasinski georg clooney"
347969,The Ridiculous 6,"long-lost outlaw father returns, tommi ""white knife"" stockburn goe adventure-fil journey across old west five brothers. comedi western wild west adam sandler taylor lautner steve buscemi frank coraci"
24438,Did You Hear About the Morgans?,"new york city, estrang coupl wit murder reloc small-town wyom part witness-protect program. comedi wit protect comedi duringcreditssting hugh grant sarah jessica parker mari steenburgen marc lawrenc"
116741,The Internship,two recent laid-off men 40 tri make intern success internet compani manag 20s. comedi job interview loss job intern refer googl new job laid transamerica pyramid owen wilson vinc vaughn rose byrn shawn levi
35791,Resident Evil: Afterlife,"world ravag viru infection, turn victim undead, alic continu journey find survivor lead safety. deadli battl umbrella corpor reach new heights, alic get unexpect help old friend. new lead promis safe undead take lo angeles, arriv citi overrun thousand undead - alic comrad step deadli trap. action adventur horror scienc fiction post-apocalypt dystopia undead biohazard evil corpor resid evil zombi base video game duringcreditssting 3d milla jovovich wentworth miller ali larter paul w.s. anderson"
72431,Red Tails,"stori tuskege airmen, first african-american pilot fli combat squadron world war ii. drama action adventur histori war world war ii fighter pilot fighter plane bryan cranston david oyelowo cuba good jr. anthoni hemingway"
1813,The Devil's Advocate,"hotshot lawyer get bargain learn new boss lucif himself. drama horror mysteri thriller child abus southern usa obsess subway nuditi bibl seduct hallucin ambit devil' son marriag crisi pact devil crook lawyer evil spirit satan religion lust courtroom temptat law firm manhattan, new york citi seven deadli sin ethic gainesvil florida keanu reev al pacino charliz theron taylor hackford"
87428,That's My Boy,"teens, donni father son, todd, rais singl parent todd' 18th birthday. now, see years, todd' world come crash donni resurfac todd' wedding. comedi deadbeat dad cheat fiancé teacher student sex brother sister incest adam sandler susan sarandon eva amurri martino sean ander"
8840,DragonHeart,"ancient time majest fire-breath soar skies, knight name bowen come face face heart heart last dragon earth, draco. take arm suppress tyrant king, bowen soon realiz task harder imagined: kill king, draco die well. fantasi magic kingdom despot immort villag forest armi horror partner reveng knight battl mediev dragonheart denni quaid david thewli pete postlethwait rob cohen"
10589,After the Sunset,"two master thiev (brosnan hayek) final retir one last succes mission. resid tropic paradise, old nemesis, fbi agent stan p. lloyd show make sure realli retired. dock port ocean liner call ""diamond cruise"" stan convinc realli retir all, next set up. action comedi crime drama bahama master thief crook coupl pierc brosnan salma hayek woodi harrelson brett ratner"
71676,Ghost Rider: Spirit of Vengeance,"devil resurfac aim take world human form, johnni blaze reluctantli come hide transform flame-spew supernatur hero ghost rider -- rescu 10-year-old boy unsavori end. action fantasi thriller monk eastern europ skeleton biker marvel comic superhero motorcycl devil dark hero ghost rider nicola cage ciarán hind violant placido brian taylor"
1722,Captain Corelli's Mandolin,"greek fisherman leav fight greek armi wwii, fiance fall love local italian commander. film base novel italian soldier' experi italian occup greek island cephalonia (kefalonia), hollywood made pure love stori remov much ""unpleasant"" stuff. drama histori romanc offic greek island mandolin italian soldier resist fighter greek histori italian armi alli forc nicola cage penélop cruz john hurt john madden"
10022,The Pacifier,disgrac navi seal shane wolf hand new assignment: protect five plummer kid enemi recent deceas father -- govern scientist whose top-secret experi remain hidden kids' house. action comedi drama famili thriller bodybuild children bodi guard scientist famili u.s. soldier death husband male nanni vin diesel lauren graham faith ford adam shankman
11358,Walking Tall,"former u.s. soldier return hometown find overrun crime corruption, prompt clean house. adventur drama action thriller casino sheriff home violenc special forc ex soldier dwayn johnson johnni knoxvil neal mcdonough kevin bray"
13,Forrest Gump,"man low iq accomplish great thing life present signific histor event - case, far exceed anyon imagin could do. yet, despit thing attained, one true love elud him. 'forrest gump' stori man rose challenges, prove determination, courage, love import ability. comedi drama romanc vietnam veteran hippi mental disabl run base novel vietnam vietnam war friendship love famili relationship bulli mother son relationship militari hug shrimp wound soldier flashback park bench ampute tom hank robin wright gari sinis robert zemecki"
6477,Alvin and the Chipmunks,"struggl songwrit name dave sevil find success come across trio sing chipmunks: mischiev leader alvin, braini simon, chubby, impression theodore. comedi music famili fantasi anim pop pop star record produc surpris approach forest music concert friendship perform chipmunk talk anim songwrit talk anim duringcreditssting jason lee david cross cameron richardson tim hill"
1597,Meet the Parents,"greg focker readi marri girlfriend, pam, pop question, must win formid father, humorless former cia agent jack byrnes, wed pam' sister. greg bend backward make good impression, visit byrn home turn hilari seri disasters, everyth go wrong does, jack' critical, hawklik gaze. comedi romanc cia airport cat jew orderli airplan father-in-law epistaxi daughter lost baggag urn pavilion volleybal hospit wed ben stiller robert de niro teri polo jay roach"
10530,Pocahontas,"histori come glorious life disney' epic anim tale love adventur new world. pocahonta nativ american woman whose father arrang marri village' best warrior. vision tell chang coming, soon come face face form capt. john smith. adventur anim drama famili cultur clash settler forbidden love coloni music gold rush princess romanc nativ american anim virginia star cross lover refer pizarro jamestown virginia pug dog cross cultur relationship musket anim tree indian chief base folk tale 17th centuri shaman song indian vs. settler anim sidekick powhatan land claim iren bedard mel gibson david ogden stier mike gabriel"
1924,Superman,"mild-mann clark kent work report daili planet alongsid crush, loi lane − who' love superman. clark must summon superhero alter ego nefari lex luthor launch plan take world. action adventur fantasi scienc fiction save world journalist dc comic crime fighter nuclear missil galaxi superhero base comic book crimin sabotag north pole midwest kryptonit super power superhuman strength aftercreditssting save day christoph reev marlon brando margot kidder richard donner"
9327,The Nutty Professor,"eddi murphi star shi dr. sherman klump, kind, brilliant, 'calorif challenged' genet professor. beauti carla purti join univers faculty, sherman grow desper whittl 400-pound frame size win heart. so, one swig experiment fat-reduc serum, sherman becom 'buddi love', fast-talking, pumped-up , plump juan. fantasi comedi romanc scienc fiction overweight overweight man duringcreditssting eddi murphi jada pinkett smith jame coburn tom shadyac"
8488,Hitch,"date coach alex 'hitch' hitchen mentor bumbl client, albert, hope win heart glamor allegra cole. albert make progress, hitch face romant setback proven techniqu fail work sara melas, tabloid report dig dirt allegra cole' love life. sara discov hitch' connect albert – allegra' boyfriend – threaten destroy relationships. comedi drama romanc speed date romant comedi date smith eva mend kevin jame andi tennant"
10603,George of the Jungle,"babi georg got plane crash jungle, stay aliv adopt wise ape. ursula stanhope, us nobl woman save death safari grown-up george, take jungl live him. slowli learn rule human relationships, ursula' lover lyle look one took her. found, ursula take georg usa. adventur comedi famili romanc africa san francisco gorilla lion feral child jungl brendan fraser lesli mann thoma haden church sam weisman"
8273,American Wedding,"high school distant memory, jim michel get marri -- hurry, sinc jim' grandmoth sick want see walk aisl -- prompt stifler throw ultim bachelor party. jim' dad reliabl ever, dole advic one want hear. comedi romanc handcuff sister sister relationship spanner blow job stag night wed jason bigg alyson hannigan seann william scott jess dylan"
109424,Captain Phillips,"true stori captain richard phillip 2009 hijack somali pirat us-flag mv maersk alabama, first american cargo ship hijack two hundr years. action drama thriller ship hijack somalia fisherman blood poverti pirat terror commando hijack cargo ship ship captain ship hijack somali commando unit tom hank catherin keener max martini paul greengrass"
35056,Date Night,"phil clair foster fear mild-mann relationship may fall stale rut. weekli date night, dinner reserv lead mistaken coupl thiev – number unsavouri charact want phil clair killed. comedi date corrupt taxi expens restaur wife husband relationship gun boat taxi driver document restaur roof marri coupl politician stripper shoot thief car crash steal mistaken ident polic corrupt aftercreditssting duringcreditssting tina fey steve carel mark wahlberg shawn levi"
8839,Casper,"furiou late father will gloomy-look mansion rather millions, carrigan crittenden readi burn place ground discov map treasur hidden house. enter ricketi mansion seek claim, frighten away wick wave ghosts. determin get hand hidden fortune, hire afterlif therapist dr. jame harvey exorcis ghost mansion. harvey daughter kat move in, soon kat meet casper, ghost young boy who' ""the friendliest ghost know."" friendli casper' uncles--stretch, fatso stinkie--who determin drive ""fleshies"" away. fantasi comedi famili halloween friendship supernatur afterlif friend danger ghost disord young hero imaginari supernatur abil mischiev children christina ricci bill pullman cathi moriarti brad silberl"
